type,stop_name,stop_lat,stop_lon,route_desc,route_type,route_color
Train,"Central Station, Platform 19",-33.8840940443396,151.207059940059,Intercity Trains Network,2,D11F2F
Train,"Central Station, Platform 19",-33.8840940443396,151.207059940059,Intercity Trains Network,2,F99D1C
Train,"Central Station, Platform 19",-33.8840940443396,151.207059940059,Sydney Trains Network,2,00954C
Train,"Central Station, Platform 19",-33.8840940443396,151.207059940059,Sydney Trains Network,2,0098CD
Train,"Central Station, Platform 19",-33.8840940443396,151.207059940059,Sydney Trains Network,2,F37021
Train,"Central Station, Platform 2",-33.8832237914919,151.205634395159,Intercity Trains Network,2,00954C
Train,"Central Station, Platform 2",-33.8832237914919,151.205634395159,Intercity Trains Network,2,D11F2F
Train,"Central Station, Platform 2",-33.8832237914919,151.205634395159,Intercity Trains Network,2,F99D1C
Train,"Central Station, Platform 2",-33.8832237914919,151.205634395159,Sydney Trains Network,2,F99D1C
Train,"Central Station, Platform 20",-33.8841368045721,151.207126859922,Intercity Trains Network,2,005AA3
Train,"Central Station, Platform 20",-33.8841368045721,151.207126859922,Intercity Trains Network,2,D11F2F
Train,"Central Station, Platform 20",-33.8841368045721,151.207126859922,Intercity Trains Network,2,F99D1C
Train,"Central Station, Platform 20",-33.8841368045721,151.207126859922,Sydney Trains Network,2,005AA3
Train,"Central Station, Platform 20",-33.8841368045721,151.207126859922,Sydney Trains Network,2,00954C
Train,"Central Station, Platform 20",-33.8841368045721,151.207126859922,Sydney Trains Network,2,0098CD
Train,"Central Station, Platform 20",-33.8841368045721,151.207126859922,Sydney Trains Network,2,F37021
Train,"Central Station, Platform 21",-33.88417882697,151.207215349322,Sydney Trains Network,2,00954C
Train,"Central Station, Platform 21",-33.88417882697,151.207215349322,Sydney Trains Network,2,0098CD
Train,"Central Station, Platform 21",-33.88417882697,151.207215349322,Sydney Trains Network,2,F37021
Train,"Central Station, Platform 22",-33.8842215871064,151.207282269324,Sydney Trains Network,2,00954C
Train,"Central Station, Platform 22",-33.8842215871064,151.207282269324,Sydney Trains Network,2,0098CD
Train,"Central Station, Platform 22",-33.8842215871064,151.207282269324,Sydney Trains Network,2,F37021
Train,"Central Station, Platform 23",-33.8842639782907,151.207359974137,Intercity Trains Network,2,F99D1C
Train,"Central Station, Platform 23",-33.8842639782907,151.207359974137,Sydney Trains Network,2,00954C
Train,"Central Station, Platform 23",-33.8842639782907,151.207359974137,Sydney Trains Network,2,0098CD
Train,"Central Station, Platform 24",-33.8851545408247,151.206874422798,Intercity Trains Network,2,005AA3
Train,"Central Station, Platform 24",-33.8851545408247,151.206874422798,Sydney Trains Network,2,005AA3
Train,"Central Station, Platform 25",-33.8853074509057,151.206881941785,Intercity Trains Network,2,005AA3
Train,"Central Station, Platform 25",-33.8853074509057,151.206881941785,Sydney Trains Network,2,005AA3
Metro,"Central Station, Platform 26",-33.8841172820979,151.20638050186,Sydney Metro Network,401,168388
Metro,"Central Station, Platform 27",-33.8841424221199,151.20643575224,Sydney Metro Network,401,168388
Train,"Central Station, Platform 3",-33.8832575578845,151.205700871527,Intercity Trains Network,2,005AA3
Train,"Central Station, Platform 3",-33.8832575578845,151.205700871527,Intercity Trains Network,2,D11F2F
Train,"Central Station, Platform 3",-33.8832575578845,151.205700871527,Intercity Trains Network,2,F99D1C
Train,"Central Station, Platform 3",-33.8832575578845,151.205700871527,Sydney Trains Network,2,D11F2F
Train,"Central Station, Platform 4",-33.8833168333583,151.205811812967,Intercity Trains Network,2,005AA3
Train,"Central Station, Platform 4",-33.8833168333583,151.205811812967,Intercity Trains Network,2,00954C
Train,"Central Station, Platform 4",-33.8833168333583,151.205811812967,Intercity Trains Network,2,D11F2F
Train,"Central Station, Platform 4",-33.8833168333583,151.205811812967,Intercity Trains Network,2,F99D1C
Train,"Central Station, Platform 4",-33.8833168333583,151.205811812967,Sydney Trains Network,2,0098CD
Train,"Central Station, Platform 4",-33.8833168333583,151.205811812967,Sydney Trains Network,2,D11F2F
Train,"Central Station, Platform 4",-33.8833168333583,151.205811812967,Sydney Trains Network,2,F99D1C
